PROMOVAT,Product Name,Price (lei),Negociabil,Used,Location
0,Placa video AMD Sapphire Nitro + 4GB,400,0,1,Popesti
0,GTX 1080 EVGA Classified 8GB,1000,0,1,"Bucuresti, Sectorul 4"
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,Placa video Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,Placa video RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
0,Placa video Geforce RTX 4070 12gb Noua/Fact+Garantie,2600,0,0,Oradea
0,Placa video RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,"Placa video GIGABYTE GTX 1080 ti, 11 GB DDRX5",1100,1,1,Rosu
0,Placa video Sapphire Pulse Radeon RX 5700 XT 8GB GDDR6 256-bit,750,1,1,"Bucuresti, Sectorul 6"
0,"Vand Nvidia NVS 510 2gb/128b - 4 miniDP, placa video profesionala",150,0,1,Giurgiu
0,Placa Video MSI GeForce GT73,300,0,1,Buzau
0,placa video asus gtx 1660 dual evo,600,1,1,Santu
0,Placa video Gigabyte R7 260x OC 2GB GDDR5 128-bit 199Ron,199,0,1,"Bucuresti, Sectorul 3"
0,Placa video 1650 4gb,300,1,1,Dej
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
0,placa video asus gtx 1660 dual evo,600,1,1,Santu
0,Placa video Gigabyte R7 260x OC 2GB GDDR5 128-bit 199Ron,199,0,1,"Bucuresti, Sectorul 3"
0,Placa video 1650 4gb,300,1,1,Dej
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video XFX Radeon RX 6600 XT SPEEDSTER QICK08 BLACK 8GB GDDR,6870,0,1,Biharia
0,Placa Video Gigabyte 2 GB,100,0,1,Cehu Silvaniei
0,cablul alimentare placa video,25,0,1,"Bucuresti, Sectorul 4"
0,Placa video GIGABYTE GeForce GTX 460 OC2 1GB GDDR5 256-bit,100,0,1,"Bucuresti, Sectorul 1"
0,Placa video GTX 1080 MSi tip Blower,600,0,1,"Bucuresti, Sectorul 3"
0,Placa video Gainward GeForce GTX 570 Phantom 1.28GB GDDR5 320-bit,110,0,1,Marginea
0,"Placa video MSI Nvidia RTX 3080 Ti GAMING X TRIO, 12GB GDDR6X, 384-bit",3200,1,1,Ramnicu Valcea
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,Vand Placa video ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
1,Placa video ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
0,AMD ATI Radeon HD 5870 Premium graphics,199,0,1,"Bucuresti, Sectorul 6"
0,Placa Video Gaming AMD RX 590 8GB GDDR5 Special Edition,610,0,1,"Bucuresti, Sectorul 4"
0,Placa video GTX 750 OC 1024M GDDR,5250,0,1,Brasov
0,"scheda video Geforce nvidia 4 GB,128 BIT",200,1,0,Craiova
0,Placa video Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,"Placa video Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
0,Vand placa video AMD FIREPRO™  W2100 2gb vram,200,0,1,Sighetu Marmatiei
0,Placa video Nvidia Quadro200,150,0,1,Buftea
0,placa video gtx107,550,0,1,Curtea de Arges
0,Vand Placa video Gainward Phoenix RTX 3070 Ti 8GB Defecta.,700,0,1,Cluj
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,Placa video Radeon RX 7900 GRE 16GB Powerrcolor Hellhound,2300,0,0,"Bucuresti, Sectorul 4"
1,CALCULATOR GAMING i5 16 GB RAM 750GB Placa VIDEO 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
0,Plăci video de vânzare,150,1,1,Lazaret
0,Placi video low end functionale hd 6450/4650/fx18,20,0,1,Tecuci
0,"Placa video Gigabyte GeForce GTX 1660 Super, 6GB GDDR6, 192-bit X3 FAN",1200,0,1,Boldesti
0,"Placa video ASUS GeForce GTX 750 Ti OC, 2GB GDDR5, 128-bit",200,0,1,Timisoara
0,Placa video Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
0,"Placa video MSI AMD Radeon HD 7770, 1024MB, GDDR5, 128bit",120,0,1,Targu Jiu
0,Vând placa video R937,300,1,1,Archiud
0,Placa Video ASUS GTX106,600,0,1,Timisoara
0,"Placa video ASUS GeForce® GTX 970 OC STRIX, 4GB GDDR5, 256-bit",329,1,1,Constanta
0,Placa video Gigabyte RTX 2080 Windforce OC 8GB,1200,0,1,Brasov
1,Vand materiale pentru containere modulare,250,0,0,Piatra Neamt
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
0,Nvidia Rtx 2060 kfa,2600,0,1,"Bucuresti, Sectorul 5"
0,"Placa video eVGA nVidia GeForce GTX 460, 1GB, GDDR5, 256bit,",100,0,1,Medias
0,Gtx 970 Asus Strix 4gb,300,1,1,Popesti
0,placa video RTX A4000 16GB placa grafica profesionala  (fost Quadro),2500,0,1,Iasi
0,Placa video ASUS NVidia RTX 3080 ROG STRIX OC,2700,0,1,Ploiesti
0,Gigabyte 2060 Super Windforce OC 8Gb,1100,0,1,"Bucuresti, Sectorul 2"
0,Nvidia 8500gt 512mb,30,0,1,Sibiu
0,Gigabyte GeForce GTX 1070 256 biti,670,1,1,"Bucuresti, Sectorul 1"
0,Placa video GIGABYTE GeForce GTX 1060 GAMING 6GB GDDR5 192-bit,500,0,1,Carei
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
0,Vand/Schimb Placa video ATI Saphire HD 4800 2GB,200,0,1,"Bucuresti, Sectorul 5"
0,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
0,Placa video - SAPPHIRE Radeon RX 6800 NITRO+ 16GB GDDR6 - Ca Nou,2500,1,1,Cluj
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,"Sapphire PULSE de la ATI RADEON, RX VEGA 56 / 8GB GDDR5 / 2084-bit",1300,1,1,"Bucuresti, Sectorul 3"
0,Vanzare placi pikup,50,0,1,Pitesti
0,Placă video Gigabyte Ddr,5450,1,1,Valea Dragului
0,Rig mining/rig minat ETH 6x Gigabyte RX Vega 56 8GB ~270MH/s1,8413,1,1,"Bucuresti, Sectorul 6"
0,"Placa video GIGABYTE GeForce® GTX 980 Ti G1 GAMING, 6GB GDDR5, 384-bit",700,1,1,Timisoara
0,Placa Video RTX 4070 Ti Ca NOUA 12GB Fullbox Sigiliu Gaming MSI Ventus,2800,0,0,"Bucuresti, Sectorul 6"
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
1,Placa video Sapphire RX 6600 GAMING 8GB GDDR6 ca noua﻿ garantie 3 luni,875,0,1,"Bucuresti, Sectorul 6"
1,Placa video RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
0,"Placa Video GIGABYTE GT 740 OC, 1GB/DDR5/128bit, LightGaming/Filme 4K",65,0,1,"Bucuresti, Sectorul 2"
0,Vind placa video,450,0,1,Medgidia
0,Vand rig pentru minat format din 11 placi.,6100,1,1,Ostrov Tataru
0,Placa video MSI Radeon RX 570 Armor OC 4GB GDDR5 256-bit,225,0,1,Gaesti
0,Placa video HP Paradise vintage pt 386 pe slot 16 bit ISA,650,1,1,Drumul Carului
0,Placă video RX 560 4 GB,200,1,1,Oradea
0,Placa Video Nvidia / AMD 1GB 64Bit DVI HDMI Multi View,60,0,1,"Bucuresti, Sectorul 3"
0,Placa video Ati Radeon HD64,5080,0,1,"Bucuresti, Sectorul 3"
1,Asus ROG Strix GeForce RTX 4070 Ti 12GB GDDR6X,4190,0,1,Cluj
1,"Placa video Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
0,Rtx 3060 12gigabytes,999,1,0,Calmatuiu
0,Placa Video PCI-Epress GeForce 660 GT 128 Mb,50,0,1,Focsani
0,Placa video rx58,350,1,1,"Bucuresti, Sectorul 6"
0,Placa video ultimul model de la Intel: Predator A770 16GB RAM,1750,0,0,Constanta
0,Placă video HIS HD 2600 PRO 512MB -128biti,30,0,1,"Bucuresti, Sectorul 3"
0,Placi video AMD X2600PRO Orion ADD 2N Dual,30,0,1,Slobozia
0,Vand placa video AMD R9 270x Gigabyte windforce,200,0,1,Cipau
0,Placa video gt71,150,0,1,Hemeius
0,Rtx 4070 Super alba 3 coolere sigilata,3100,0,0,"Bucuresti, Sectorul 6"
0,Rtx 4070 super 3 coolere Gigabyte sigilata,2800,0,0,"Bucuresti, Sectorul 6"
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
1,Placa video  MSI RTX 3080Ti X Trio,3180,1,1,Alexandru cel Bun
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
0,KFA2 Nvidia GeForce RTX 3060 1-Click OC Series 12GB GDDR6 PCI Exp,2150,1,0,Mogosesti
0,Placa video ASRock Radeon RX 7900 XTX AQUA OC 24GB GDDR6 384-bit,7500,0,1,Ramnicu Valcea
0,Vand gtx 1660 super asus 6gb,450,0,1,Iasi
0,Vand placa video Nvidia GeForce GTX 1070 8GB Founders Edition,650,1,1,"Bucuresti, Sectorul 4"
0,MSI GEFORCE RTX™ 3070 TI SUPRIM X 8G placă video,3400,0,1,Odaile
0,Placa video Nvidia Quadro K500,580,1,1,"Ilfov, Baneasa"
0,Vand placa video Zotac Gt71,150,1,1,Pecica
1,Placa video Gigabyte GeForce RTX 3080 Ti Gaming OC N308TGAMING OC-12G,2800,0,1,"Bucuresti, Sectorul 3"
1,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
0,MSI GEFORCE RTX™ 3070 TI SUPRIM X 8G placă video,3400,0,1,Odaile
0,Placa video Nvidia Quadro K500,580,1,1,"Ilfov, Baneasa"
0,Vand placa video Zotac Gt71,150,1,1,Pecica
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăVand Placa Video Sapphire Nitro R9 390 8GB GDDR5 512bit,350,0,1,Baicoi
0,Placa video MSI GeForce RTX 4060 Ti GAMING X 8GB GDDR6  este nou,1850,0,0,Constanta
0,Placa video RTX 3070 ti,1900,0,1,Timisoara
0,Placa video PNY GeForce RTX 4070 SUPER XLR8  12GB GDDR6 este nou,2850,0,0,Constanta
0,XFX Speedster MERC 319 Radeon RX 7800 XT Black Edition 16GB GDDR6,1400,0,1,Timisoara
0,Placa video MSI GeForce RTX 3060 VENTUS 3X OC LHR 12GB GDDR6 este nou,1350,0,0,Constanta
0,Placa video Nvidia RTX 3060 12 GB Palit single fan  Stormx,1200,1,1,"Bucuresti, Sectorul 1"
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
1,Asus Dual Oc RTX 3060 Ti Factura Garantie (pcgarage) proba video,1500,0,1,Vaslui
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
0,Placa video  Gainward RTX 2060 SUPER  Ghost. de 8 gb ddr6/256 biti,1050,0,0,Iasi
0,"Placa video Palit RTX 4070 DUAL, 12GB GDDR6X, 192-bit  este nou",2500,0,0,Constanta
0,"Placa video ASUS GeForce® GTX 1060 DUAL, 3GB GDDR5, 192-bit",390,0,1,"Bucuresti, Sectorul 1"
0,Nvidia Shield201,5650,0,1,"Bucuresti, Sectorul 6"
0,MSI 3070 Ventus 2x Garantie,1800,1,1,"Bucuresti, Sectorul 1"
0,ASUS ROG Strix Radeon RX 6750 XT OC 12GB GDDR6,1700,0,1,Timisoara
0,Placa video Pci express - diverse modele - testate,45,0,1,Sibiu
0,Placa video Gigabyte GeForce RTX 3090 Turbo,3700,0,0,Baia Mare
0,Radeon RX 580 4 GB XFX,300,0,1,Suceava
0,"Placa video Msi Gaming x R9 380 4GB GDDR5 256-bit , ca noua",300,0,1,Iasi
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
0,"placa video XFX Radeon Rx 580 8gb 256-bit DDR5 , gta5 , counter",500,0,1,Iasi
0,Placa video GeForce GTX 1660 Ti VENTUS XS 6Gb ram OC Nvidia,600,1,1,Arad
0,Vând rtx 3060 lhr 12gb,800,0,1,Satu Nou
0,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
0,Placa video 1060 6gb,450,1,1,Dobresti
0,Vând placa video Asus R9 270X,200,0,1,Mihailesti
0,Vand placa video AMD Radeon RX 5700 XT 50th Anniversary 8GB GDDR,6800,1,1,Cernavoda
0,"sistem i7 10700k , 16 gb ddr4, ssd 500, rtx 3060ti",4800,0,0,Iasi
0,Placa video AMD Radeon RX 550 4gb,330,1,1,Bacau
0,"Placa video ASUS TUF Gaming  Radeon RX 5600 XT , 6GB, GDDR6 -la cutie",750,0,0,Iasi
1,Placa Video Palit GeForce RTX 3080 10gb,2000,0,1,"Bucuresti, Sectorul 4"
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,Placa video  MSI RTX 3080Ti X Trio,3180,1,1,Alexandru cel Bun
0,Placă video pentru PC,600,1,1,Gherla
0,Placa video Gtx165,500,1,1,Pestisu Mare
0,Placa video gtx 1060 6gb,369,1,1,Curciu
0,Placa video  gtx 1060 6gb,389,1,1,Curciu
0,Placa video Amd 5700Rx 8GB,850,1,1,Iasi
0,placa video defecta MSI Radeon R9 380 4gb,300,0,1,"Bucuresti, Sectorul 4"
0,XFX Radeon RX 470 8 GB GDDR5 256-bit,300,0,1,"Bucuresti, Sectorul 1"
0,"Placa video Sapphire Radeon RX 7800 XT Pulse, 16GB GDDR6, 256 bit",2300,0,1,Cluj
0,Placa video GTX165,700,0,1,Cluj
0,Placa video Nvidia RTX 3070Ti PNY Xlr8,1800,0,1,Iasi
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
0,Placa video gtx 1080 TI,800,1,1,Iasi
0,Vand placi video functionale si negunctionala,250,1,1,Ernei
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăVand placa video defecta  amd radeon r9 390x 8 gb gddr 5 512bit,80,1,1,Ernei
0,Vand placa video gtx 570 de la gygabite windforce de 1.2g,70,0,1,Ernei
0,"GTX 1050 TI 4GB Idle pana la 50C-55C,silentioasa",550,1,0,Vaslui
0,GTX 1050TI 4GB Noua,350,0,0,Barlad
0,placa video nvidia gt 710 TIP: office,300,0,1,Campia Turzii
0,Gigabyte Aorus RTX 2080 Super water,1250,0,1,"Ilfov, Popesti"
1,Placa video  MSI RTX 3080Ti X Trio,3180,1,1,Alexandru cel Bun
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
1,Placa video ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
0,Placa Video GeForce GTX 1060 6GDR5 192 Bit OC inno3D HerculeZ,470,0,1,Oradea
0,Placa video ZOTAC GeForce GTX 570 1280MB Synergy Edition,250,0,1,Craiova
0,Placa video GIGABYTE GeForce GTX 1660 SUPER Gaming OC 6GB GDDR,6700,1,1,Ramnicu Valcea
0,Placa video Nvidia Asus TUF RTX 3080 10GB OC,2500,1,1,Repedea
0,Placa video RX 5600XT,600,1,1,Brasov
0,Placa video Nvidia 1650 4 GB Super Ventus OC v2 Edition,1000,0,1,Ploiesti
0,Cutie Nvidia RTX30,6040,0,1,Suceava
0,Placa video Intel Arc A770 AsRock Phantom Gaming 8 Gb,1400,1,1,Ploiesti
0,Placa video ROG STRIX RTX 2070 SUPER OC,1500,0,1,"Bucuresti, Sectorul 3"
1,Placa video Sapphire RX 6600 GAMING 8GB GDDR6 ca noua﻿ garantie 3 luni,875,0,1,"Bucuresti, Sectorul 6"
1,XFX AMD Radeon™ RX 580 GTS XXX Edition 8GB,745,0,0,"Bucuresti, Sectorul 3"
1,Placa Video nVidia Quadro NVS 510 2GB DDR3 128 bit HDMI,100,0,1,"Bucuresti, Sectorul 3"
0,Placa video Asus GTX 760 2 GB DDR5 256-bit.,190,0,1,"Bucuresti, Sectorul 4"
0,Placă video RX550 pulse Sapphire 4GB,400,1,1,Contesti
0,Palit GeForce GTX 1060 Dual 3GB (NE51060015F9-1061D) Placa video,300,0,1,Timisoara
0,Placa video Asus,400,1,1,Braila
0,Placa video Nvidia Geforce 9600 GT 1024 mb DDR 3 256b,120,0,1,Bicaz
0,Vând placă video gt 430 1 gb 128 biti,60,0,1,Deva
0,placa video pc 2gb ddr,6350,0,0,Bacau
0,Placa video GeForce gtx 260 core21,6300,1,1,Timisoara
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,Asus ROG Strix GeForce RTX 4070 Ti 12GB GDDR6X,4190,0,1,Cluj
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Placa video ASUS GTX 550 Ti,150,0,1,Brasov
0,Placa video AMD Radeon HD 6950 ( 6970 ),220,0,1,Brasov
0,Placa video AMD ASRock Phantom Gaming D RX580 8GB,300,1,1,Alexandria
0,Nvidia Gtx 1060 3GB,350,0,1,Galati
0,ASUS Strix GTX 1080TI 11 Gb,1000,1,1,Cluj
0,Placa video ASUS GeForce® GTX 1080 Ti Turbo,1300,0,1,Sibiu
0,"Placa video ASUS  GTX 1070 Ti STRIX GAMING, 8GB DDR5, 256-bit ,ca noua",950,0,1,Iasi
0,Placa video Gigabyte GeForce RTX 3060 oc 12G,1290,0,1,Pitesti
0,Placa video Sapphire HD7750 1GB GDDR,5100,1,1,Braila
0,Placă video rx 480 Asus OC Version 4GB Vram,600,1,1,Targu Jiu
1,Vand materiale pentru containere modulare,250,0,0,Piatra Neamt
1,HP nVidia Quadro 2000 PROFESIONALA 1 GB DDR5/128bit PCI-E x,1675,0,1,Bistrita
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
0,Placă video Republic of Gamers,500,0,1,Timisoara
0,Placa video Gaming Gigabyte GTX 1080 8GB DDR5X 256bit,700,1,1,Jimbolia
0,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video R724,300,1,1,Tauteu
0,Culoare placa video,70,0,1,"Bucuresti, Sectorul 3"
0,Placa video GeForce 9500-Gt 1GB,50,0,1,Vidrasau
0,"EVGA GeForce GTX 1660 Ti SC Ultra GAMING, 6GB GDDR6",1000,0,1,Timisoara
0,"Placa Video Gigabyte Aorus Xtreme RTX 3090 24GB, 384-biti",3600,0,1,Oradea
0,"Radeon RX6600xt Powercolor, garantie Emag",990,0,1,"Bucuresti, Sectorul 6"
0,Placă video Asus Tuf,1100,1,1,Timisoara
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
0,Placa video ATI Radeon R5 240 Low Profile,45,0,1,Radauti
0,Placa Video Laptop ATI Radeon HD36,5050,0,1,Constanta
0,GeForce Gt 1030 Aero ITX 2GD4 OC,120,1,1,Radauti
0,Placa video MSI Radeon R7 250 OC 2GB DDR3 128-bit,140,0,1,Merei
0,Placa video Nvidia Founders GeForce GTX 770 2GB GDDR5 256-bit,315,0,0,"Bucuresti, Sectorul 6"
0,Placa video Palit GeForce GTX 1070 Dual 8GB GDDR5 256-bit,715,0,0,"Bucuresti, Sectorul 6"
0,"Placa video XFX Radeon RX 580 GTS XXX Edition, 8GB GDDR5 256-bit,",550,0,0,"Bucuresti, Sectorul 6"
0,Gigabyte GTX 1080 ti Waterforce WB Extreme Edition 11G Aorus,2000,1,0,Runcu
