PROMOVAT,Product Name,Price (lei),Negociabil,Used,Location
0,Vând placa video GTX1060 și GTX107,500,1,1,Cluj
0,"Placa video Sapphire RX 470, 4GB, mining edition, 11256-35-10G",300,1,1,Suceava
0,"NVIDIA QUADRO M4000 8GB, pret 935 roni",935,0,1,Timisoara
0,Placa video retro ATI Mach64 PCI,70,1,1,Barlad
0,"NVIDIA Quadro K1200 4GB (128 Bit),",570,0,1,"Bucuresti, Sectorul 2"
0,Vand placa video Asus rtx 2060 super turbo 8 gb,1400,1,1,Focsani
0,RTX 3080TI Gainward Phoenix,2900,0,1,"Bucuresti, Sectorul 4"
1,CALCULATOR GAMING i5 16 GB RAM 750GB Placa VIDEO 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
1,Placa video RX 5600XT,600,1,1,Brasov
0,Placa video105,200,0,1,Pitesti
0,Placa video Gigabyte RTX 3060 12 gb ddr6 192 biti ca noua la cutie,1490,1,1,Deva
0,"Placa video PC nVidia QUADRO K5000 4GB 256Bit GDDR5 PCI-e x16,",375,0,1,Timisoara
0,RTX 3080ti PNY GeForce,2900,0,1,"Bucuresti, Sectorul 4"
0,Placa Video AMD RX 6600 XT Sapphire Pulse 8GB GDDR,6900,1,1,"Bucuresti, Sectorul 5"
0,GIGABYTE GeForce 9600 GT 512MB GDDR,360,1,1,Falticeni
0,RTX 3090 ZOTAC GeForce,3200,0,1,"Bucuresti, Sectorul 4"
0,"Placa video MSI AMD Radeon RX 6600 XT MECH 2X OC 8GB, GDDR6",1099,1,1,Bragadiru
0,"Placa video  PCI-E Sapphire Radeon HD 6950 , 2GB DDR5, 256 bit,HDMI",179,0,1,Resita
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
1,"Placa video Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
0,RTX 3080 Asus Blower,1800,0,1,"Bucuresti, Sectorul 4"
0,Vand/Schimb Placa Video GTX 1060 6GB GIGABYTE,450,0,1,Poiana Stampei
0,RTX 3070ti ZOTAC GeForce,1600,0,1,"Bucuresti, Sectorul 4"
0,vand/schimb placa video 3060 ti,1349,0,1,Baceni
0,Placa Nvidia GTX Turbo 1060 ti 6GB,500,1,1,"Bucuresti, Sectorul 3"
0,Placa video r7 240 1GB,150,1,1,Iasi
0,Placa video gtx 1650 ddr6 ventus 4 gb,400,0,1,Preajba Mare
0,RTX 3080 12GB 2 ani garanție,4000,1,1,Cluj
0,Sapphire rx570 4gb games,225,1,1,Topraisar
0,"Placa video NVIDIA GTX 1050 Gaming X 2GB, RTX 3050 8GB Noua Sigilata",400,0,0,"Bucuresti, Sectorul 2"
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
1,Vand materiale pentru containere modulare,250,0,0,Piatra Neamt
1,Placa video Radeon RX 7900 GRE 16GB Powerrcolor Hellhound,2300,0,0,"Bucuresti, Sectorul 4"
0,"Placa video Asus NVIDIA GeForce RTX 3060 Ti 8 GB GDDR6X, SSD 1TB Nvme",1500,0,0,"Bucuresti, Sectorul 2"
0,Gaming STRIX i7 gen 13 -RTX 4060 140W - Gsync NOU,5500,0,0,"Bucuresti, Sectorul 1"
0,"GoPro Hero + Pachet vlogging full accesorii, microfon, placa sunet",1400,0,0,Constanta
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video evga gtx 1650 4g,550,0,1,Drobeta
0,Placă video Asus Phoenix Nvidia GTX 1650 4GB GDDR,5500,1,1,Topoloveni
0,Placa video quadro400,100,0,1,Brasov
0,"Placa video SAPPHIRE Radeon RX 480 NITRO OC, 8GB GDDR5, 256-bit",350,1,1,"Bucuresti, Sectorul 3"
0,Vand/Schimb Rtx 4070 Gigabyte Gaming Oc,2800,0,1,Iasi
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
0,"Placa video ASUS Dual RTX 3060 Ti V2 Mini OC Edition 8GB GDDR6, 256bit",1199,0,1,Lipovat
0,Placa video Sapphire Radeon RX550 Hackintosh macOS,270,1,1,"Bucuresti, Sectorul 4"
0,Msi Rtx 4070 ventus 12gb,2950,1,1,"Bucuresti, Sectorul 2"
0,Vând placa video 1 GB.,65,0,1,"Bucuresti, Sectorul 3"
0,Placa video ASUS TUF Gaming RTX 3070 Ti de 8GB GDDR6X 256 bit,2600,0,1,Iasi
0,Placa Video MSI nVidia RTX 4070 Gaming X Trio,2500,1,1,Brasov
0,Placă video GeForce MX4408X DDR 64MB AGPX8 Low Profile TvOut,19,1,1,Galati
0,Placa video GTX95,199,0,1,Targoviste
1,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
1,Placa video Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,"Placa video Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
0,Placa video Geforce 1060 6gb,450,1,1,Buzau
0,Placa video 9800 gt,50,0,1,Lunca Cetatuii
0,RTX 3090 24Gb (Garantie) - placa video MSI Trio X 384-Bit,3500,0,0,Sibiu
0,RTX 3060 12Gb (Noua + Garantie) - Gigabyte VISION,1200,0,0,Sibiu
0,Placa video profesionala Nvidia Quadro P620 2 GB memorie,250,0,1,"Bucuresti, Sectorul 3"
0,Placa video rx 580 8gb,300,0,1,Pitesti
0,Placa video 1 GB DDR,350,0,1,"Bucuresti, Sectorul 4"
0,Placa video ASUS GeForce 210 Silent 1GB GDDR3 64bit,50,0,1,"Bucuresti, Sectorul 4"
0,Placa video ASUS Radeon R7 250 1GB GDDR5 128-bit,100,1,1,Vaslui
0,Placa video Palit GeForce GTX 760 JetStream 2GB GDDR5 256-bit,230,0,1,"Bucuresti, Sectorul 4"
1,Gigabyte GTX 1080 ti Waterforce WB Extreme Edition 11G Aorus,2000,1,0,Runcu
1,Placa Video nVidia Quadro NVS 510 2GB DDR3 128 bit HDMI,100,0,1,"Bucuresti, Sectorul 3"
1,Placa Video Palit GeForce RTX 3080 10gb,2000,0,1,"Bucuresti, Sectorul 4"
0,Placa Video GigaByte GeForce GT7,3099,0,1,Sibiu
0,Cooler procesor S360 Sapphire nitro AIO argb,370,0,1,Brasov
0,Placa video AMD Radeon ddr,5150,0,1,Baia Mare
0,Placa video ASUS GeForce GTX 1070 DUAL OC 8GB GDDR5 /256 biti,800,0,1,Iasi
0,Placa Video nVIDIA RTX 3070 Founders Edition 8Gb,1600,0,1,"Bucuresti, Sectorul 2"
0,Placa video Gainward GeForce RTX 3060 Ti Ghost LHR 8GB GDDR6 256-bit,1900,1,1,Zalau
0,Adaptor DVI - D Graphics-SI,50,0,1,"Bucuresti, Sectorul 2"
0,Vand placa video Nvidia gtx 1660ti,500,0,1,Rasinari
0,Evga GTX 780 ti Super Clocked,320,1,1,Ramnicu Valcea
0,Placa video GTX106,700,1,1,Braila
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,Placa video Asus,20,0,1,"Bucuresti, Sectorul 4"
0,"Placa video EVGA Nvidia GeForce GTX 1080 Ti SC2 11GB GDDR5, 352 Bit",1150,0,1,Mosnita Noua
0,Placa Video PCI-Epress Amd Radeon HD 5450 511 Mb,80,0,1,Focsani
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca Video PCI-Epress Ati Radeon HD 2400 PRO 256 Mb,80,0,1,Focsani
0,Placa Video ASUS GTX660 2GB 192-Bit GDDR5 PCI Express 3.0 x1,6250,0,1,Oradea
0,GTX 750 Ti placa video,100,0,1,Pecica
0,"Placa Video Saphire nitro plus rx 570 de 8 gb ddr5 /256 biti , ca noua",499,0,1,Iasi
0,Placa video rx 6500 xt,550,0,1,Resita
0,Placa video ATI Radeon HD385,150,1,0,Vernesti
0,"RX5604GB folosit doar pentru jocuri video, perfect functionala",280,1,1,Berceni
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
1,Placa video Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
0,Placă video MSI NX8500GT-TD256EH/D,250,0,1,"Bucuresti, Sectorul 5"
0,"Placa video Sapphire Radeon RX 580 NITRO+, 4GB GDDR5, 256-bit",450,0,1,"Bucuresti, Sectorul 6"
0,Placa video MSI GTX 560 TI Twin Frozr II OC,110,0,1,Alba Iulia
0,Rx 560 xt Elsa ddr,5320,1,0,Cehu Silvaniei
0,Vand placa video Gigabyte 1050 TI 4GB,450,0,1,Mangalia
0,Placa video Rx 580 SAPPHIRE NITRO+ 4GB,400,1,1,Moara Vlasiei
0,"Placă video RX 6650 XT, 8 gb ,128-bit",1500,1,0,Targu
0,"Placa video Gigabyte GeForce® GTX 1050 Ti OC, 4GB GDDR5, 128-bit",400,1,1,Timisoara
0,Placa video Radeon Saphire RX55,350,1,0,Craiova
1,Placa Video Palit GeForce RTX 3080 10gb,2000,0,1,"Bucuresti, Sectorul 4"
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
0,Placa Video MSI GeForce GTX N65,100,0,1,Valea Ursului
0,Placa video ASUS GeForce GTX 1650 SUPER TUF Gaming 4GB GDDR6 128-bit,800,1,1,Drobeta
0,Placa video GIGABYTE GeForce GTX 1050 Ti OC 4GB DDR5 128-bit,450,1,1,Iasi
0,Vând Placa Video Asus GeForce GTX 1050 Ti 4GB,200,0,1,"Ilfov, Voluntari"
0,"Vand Placa Video GeForce® GTX 1660 SUPER™, 6GB GDDR6, 192-bit",699,1,1,"Bucuresti, Sectorul 2"
0,Placa video Asus Radeon RX580 - DUAL,999,1,1,"Bucuresti, Sectorul 4"
0,Placa video GT 1030 2GB,200,1,1,Galati
0,Placa video RX 560 4Gb Asus Strix,250,1,1,Pascani
0,Placa Video PNY GeForce GTX 275 896MB GDDR3 448-bit,220,0,1,Craiova
1,Gigabyte GTX 1080 ti Waterforce WB Extreme Edition 11G Aorus,2000,1,0,Runcu
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Placa video Nvidia GT 720 2Gb DDR3 HDMI,120,0,1,Buzau
0,Placi video AGP si PCi-EX. mai vechi,30,0,1,"Bucuresti, Sectorul 6"
0,Lot Placi video HD 6870 HD 7770 HD 4870 DEFECTE,100,0,1,Buzau
0,Retro/vintage Placa video ATI HD3450 - carcase desktop SFF,75,0,1,Craiova
0,"Placa video Gigabyte Radeon™ RX 5700 XT GAMING OC, 8GB GDDR6, 256-bit",750,0,1,Fetesti
0,Vand placa video GIGABYTE GeForce® GTX 980 Ti G1 - 6GB GDDR,5950,0,1,Timisoara
0,Vand placa video gtx 1660 super,800,0,1,Craiova
0,Placa PELADN RTX 2070 Super 8gb gddr6 256-bit NOUA,1700,0,0,"Bucuresti, Sectorul 3"
0,VAND Placa video GIGABYTE RTX 3060 Ti Gaming OC,1200,0,1,"Bucuresti, Sectorul 1"
0,Placa video XFX AMD Radeon RX 6750 XT SPEEDSTER 12GB GDDR6 192bit,1500,0,1,Satu Mare
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,Placa video RTX 4070 OC  12GB  Garantie,2299,0,1,"Bucuresti, Sectorul 4"
1,Placa video Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,Placa PELADN RTX 2070 8gb gddr6 256-bit NOUA,1600,1,0,"Bucuresti, Sectorul 3"
0,Asus nVidia GeForce RTX 4090 TUF 24GB GDDR6X 384bit,7300,1,0,Targoviste
0,Gigabyte GeForce RTX 2060 Super 8GB,900,0,1,Paleu
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăGeForce® GTX 1060 G1 Gaming 6G,550,0,1,Constanta
0,Sapphire Radeon HD 6450 2GB,100,0,1,"Bucuresti, Sectorul 3"
0,Placa video RX 580 XFX 8GB,490,0,1,Gheorgheni
0,Placa Video RTX 3070 Ti Sigiliu MSI Ventus 3X 8GB Gaming,1700,0,0,"Bucuresti, Sectorul 6"
0,Placa video RX 480 8GB  Sapphire Nitro OC,480,1,1,Gheorgheni
0,Placi video Quadro k420 2Gb,130,0,1,Valea Lupului
0,"Unitate Gaming Lenovo Legion i7 8700 ,GTX 1050Ti, GARANTIE EMAG",3000,0,1,Iasi
1,GIGABYTE AORUS GeForce RTX 3060 Ti Elite lhr 8GB gddr6 256-bit,1399,0,1,Pitesti
1,Placa video RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,Gigabyte GeForce GTX 1060 WINDFORCE OC 6GB,380,1,1,Alexandru cel Bun
0,Placa video ASUS nVidia GeForce GTX TITAN X 12GB GDDR5 384-bit,600,0,1,"Bucuresti, Sectorul 4"
0,Placa de video Gtx,530,0,1,Carei
0,Placa Video Radeon R9 370 4GB GDDR5 256 bit,700,1,1,Negresti
0,Placa Video Sapphire Radeon RX 6400 Pulse Gaming,700,1,1,Pui
0,Vand placa video Sapphire Radeon HD 7750 2GB,130,1,1,Zavoi
0,AMD Radeon rx47,500,1,1,Sarbi
0,Nvidia GTX 1660 Super,1000,1,1,Targoviste
0,Placa video Nvidia GeForce GT 1030 TI,600,0,0,Margaritesti
0,Placă video Gtx1050ti 4gb,220,0,1,Oradea
0,Placa video GIGABYTE GeForce RTX 3080 Ti GAMING OC 12GB GDDR6X,2700,1,1,Iasi
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
0,Nvidia GTX 1060 3GB,290,1,1,Dumbravita
0,Placa video ASUS GeForce RTX 3080 ROG STRIX White 10GB GDDR6X,2700,1,1,Iasi
0,Vând placa video Nvidia  GTX 1660 Ti 6gb,950,0,1,Constanta
0,Vând placa video R9 380 4Gb,300,1,1,"Bucuresti, Sectorul 5"
0,Placa video Gigabyte nVidia GeForce RTX 3070 Vision OC 8GB,1650,1,1,Iasi
0,Placa video Gainward Phoenix GS RTX 3070 8 Gb,1500,1,1,"Bucuresti, Sectorul 3"
0,Placa video Gigabyte nVidia RTX 3070 AORUS MASTER OC 8GB,1650,1,1,Iasi
0,Placa video GIGABYTE nVidia GeForce RTX 3070 EAGLE OC 8GB,1650,1,1,Iasi
0,Radeon amd xfx r9 270x,230,1,1,Hunedoara
0,Placa video ASUS GeForce GTX 950 Mini 2GB GDDR,5180,0,1,Oradea
1,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
1,Vand materiale pentru containere modulare,250,0,0,Piatra Neamt
1,Placa video Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
0,Placa video MSI GeForce GTX 980 GAMING 4GB GDDR5 256-bit,380,0,1,Oradea
0,Sapphire RX 470 8GB / 256 biti,360,1,1,"Bucuresti, Sectorul 3"
0,Placa video KFA2 GTX1650 EX - 1click OC 4GB GDDR6 128bit,550,1,1,Alexandria
0,"Palit GeForce RTX 3070 GamingPro OC, 8GB",1490,0,1,"Bucuresti, Sectorul 4"
0,Placa Video Gainward Ghost d6 GTX 1650 GDDR,6300,0,1,Aiud
0,Placa video AMD RADEON PULSE RX 550 2GB DDR,5250,1,1,Satu Mare
0,Placa video ASUS AMD HD6870 1gb ddr5  256bit,150,0,1,Ploiesti
0,Placa video GTX 750TI,150,0,1,Tunari
0,Placa video 8gb RX 580 XFX in stare foarte buna,290,0,1,"Bucuresti, Sectorul 1"
0,Placi video GEFORCE GT8600 256MB + cablu SLI,100,1,1,Craiova
1,Gigabyte GeForce GTX 1060 WINDFORCE OC 6GB,380,1,1,Alexandru cel Bun
1,Vand Placa video ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
1,CALCULATOR GAMING i5 16 GB RAM 750GB Placa VIDEO 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
0,Placa Video ASUS ROG Matrix HD797,250,1,1,"Bucuresti, Sectorul 4"
0,Placa video AMD Radeon HD 5770 1GB OEM GDDR5 256bit,250,1,1,Galati
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video Radeon [TM] RX47,450,1,1,Oradea
0,placa video gtx107,600,0,1,Drobeta
0,Placa video vapor x HD575,100,0,1,Curtici
0,AMD Msi RX6500XT Mech2X FullBox,499,0,1,Otopeni
0,"GeForce GT 710, 2GB GDDR3, 64-bit",50,1,1,Valea Lupului
0,Vand Placa Video NVIDIA Geforce GT 625 2GB - Fara Defecte,100,1,1,"Bucuresti, Sectorul 2"
0,Vand Placa Video RX6600 XFX,700,0,1,Craiova
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,XFX AMD Radeon™ RX 580 GTS XXX Edition 8GB,745,0,0,"Bucuresti, Sectorul 3"
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
0,Placa Video Asus RX460 4Gb,320,0,1,"Bucuresti, Sectorul 6"
0,placa video rx 6700 sappihre si monitor benq 25 inch gaming mobibuz,1200,0,0,Buzau
0,Placa video MSI Radeon RX 6950 XT GAMING X TRIO 16GB GDDR6 256-bit,2600,0,0,Dragasani
0,Defect! Pentru reparatii/piese! Placa video  R9 280X DC,240,0,1,Baia Mare
0,Placa video AMD Radeon rx6600xt Challenger Pro Oc 8gb,900,0,1,Iasi
0,Gigabyte GeForce Gtx 1070 8GB,550,0,1,Gornesti
0,Placi video rtx nvidia Evga RTX 3070 XC3 ultra gigabite msi etc,1420,0,1,"Bucuresti, Sectorul 6"
0,Vând placa video,100,0,0,Cotusca
0,Placa Video Gtx 750 Ti OC Strix 2Gb,170,0,1,Bolintin
0,RTX 2070 SUPER 8GB 256 BIT,900,0,1,Bacau
1,Placa video Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
1,HP nVidia Quadro 2000 PROFESIONALA 1 GB DDR5/128bit PCI-E x,1675,0,1,Bistrita
0,Gtx 1060 6GB 192bit DDR,5450,1,1,Resita
0,Placa video Inno3D GeForce RTX 2060 Twin X2 6GB GDDR6 192-bit,1000,0,1,"Bucuresti, Sectorul 6"
0,Placi video 2 gb,100,1,1,Arad
0,Placa video Sapphire Radeon RX 6600 PULSE 8GB GDDR6 128-bit,1000,0,1,Popesti
0,Placa Video AMD R7 240 plus ram cadou Retro Gaming,190,1,1,Vidra
0,Vand radeon rx57,400,0,1,Oradea
0,Placa video AMD  RX 6800 SAPPHIRE PULSE 16 GB,1500,0,1,Topoloveni
0,Placa video MSI RX 6600 XT MECH OC 8GB GDDR6 128bit,850,0,1,Constanta
1,Placa Video nVidia Quadro NVS 510 2GB DDR3 128 bit HDMI,100,0,1,"Bucuresti, Sectorul 3"
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Placa video XFX AMD Radeon RX 580 8GB ram oarecum defecta.,225,1,1,Constanta
0,Placa video GT 1030 2gb Vram,300,1,0,Alba Iulia
0,Vând 3 x 3090 RTX1,1000,1,1,Pascani
0,gigabyte gtx 670 2giga ddr5 256 biti,190,0,1,Bacau
0,Placa Video 1050 - ti,300,1,1,Arad
0,Vand placa video laptop NVIDIA QUADRO K1100M,400,0,1,Floresti
0,Placa Video GTX165,500,1,1,Matca
0,Placa video Gainward GeForce 210 1GB DDR2 128-bit,60,0,1,"Bucuresti, Sectorul 2"
0,"Vand AMD R9 370 4GB, 256BIT",300,1,1,Jimbolia
0,Placa video RX 6900XT 16Gb,2650,0,1,Sannicolau Mare
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,"Placa video XFX Radeon RX 570 , 8GB, 256-bit",450,0,1,Timisoara
0,Vand placa video gigabyte,120,0,1,Mioveni
0,EVGA RTX 3080 FTW3 ULTRA (placa video),2299,0,1,Brasov
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video Amd R9 270x 2gb 256bit,200,0,1,Gemenea
0,"Placa video,stare buna",900,0,1,Pitesti
0,Placa Video Gtx 1060 3Gb,375,0,1,Suceava
0,Placa video PowerColor PCS+ HD 7770 1GB DDR,5100,0,1,Oradea
0,Placa video RX 5700 XT Pulse Best Edition / 8GB GDDR,6950,1,1,"Bucuresti, Sectorul 3"
